sample	TCGA-FV-A495-01	TCGA-G3-A3CH-11	TCGA-CC-A3MB-01
55113	9.0221	9.1597	8.1378
9391	11.0401	11.3625	11.0419
55505	11.8283	10.2589	10.5557
8515	3.8466	3.7454	3.6046
22801	7.5024	4.6402	6.4595
90332	7.9783	6.5145	6.8058
51491	9.0111	8.4004	8.723
79668	7.3713	8.1352	8.1671
9669	11.0385	10.795	11.7142
404217	6.0691	1.4714	2.1586
399697	0.8379	0	0
100271715	2.7031	1.8717	0.8237
887	0	0	0
441295	6.3454	6.3361	7.6771
140901	8.2146	8.5375	10.0739
84441	5.0905	6.3518	5.968
55534	7.125	7.7928	7.3697
9794	8.6134	8.6116	9.3454
4841	12.3161	12.2084	13.4919
NA	3.7654	7.6788	7.4095
NA	7.4578	7.5136	4.8821
1807	11.0336	13.9643	10.1618
79054	10.0251	10.9918	7.6497
729355	2.8677	0	0.4699
54795	10.0723	7.9613	9.8999
29850	0	0	0
140803	1.3645	2.1846	0
134285	6.466	4.8762	4.6803
391622	0	0	0
4308	0	0	0
NA	6.4531	5.415	6.4147
80036	1.3645	0	0.8237
442038	0	0	1.7268
6819	8.1441	3.1665	11.0059
347688	3.2722	2.4416	2.0285
79006	10.8202	8.9193	5.5369
84617	10.6541	9.2092	8.3704
NA	7.6679	5.9582	7.3528
10381	8.4666	5.0407	7.258
4234	8.5202	7.7459	8.3838
8925	9.0308	9.8008	9.919
8916	6.119	9.1484	8.5515
8924	8.7644	9.825	10.3326
51191	9.8217	9.0139	3.8933
26091	8.2449	9.5797	9.6833
55008	8.9481	8.3966	4.1651
NA	2.5171	1.8717	2.7602
NA	11.7391	9.8236	9.9813
55150	5.9998	5.4447	4.7644
54840	9.4758	8.871	8.1535
NA	0	0	0
81575	8.7513	8.2105	8.1728
NA	5.8305	11.9345	7.0263
NA	4.1956	3.1665	1.7268
57732	5.6612	7.9406	8.2857
NA	0.8379	0.9157	2.278
83442	12.2586	11.2213	11.1256
83699	9.3886	11.4894	11.6276
51555	0	0	1.7268
NA	8.7877	8.6532	8.6695
5698	11.1954	9.8626	9.3808
57523	9.3369	7.951	9.2446
NA	8.9273	7.9867	8.3501
284018	8.6616	7.7158	8.9701
83638	10.7461	9.2961	9.3657
11309	11.1426	13.683	12.2354
NA	6.086	6.2378	7.5043
NA	10.0095	8.6146	8.4085
NA	0	0	0
160140	0.8379	3.8377	0.4699
NA	7.8756	4.9191	8.7452
NA	0	0	0
NA	3.1974	3.732	4.723
NA	9.3093	8.0455	8.8183
8663	0	6.0186	7.7686
7292	5.2778	5.7834	6.5393
NA	11.4905	9.2507	8.1593
2872	11.6073	11.7985	11.6263
253558	8.6275	8.8764	6.8304
8569	8.4076	8.8573	8.3157
150	7.0412	5.712	1.5484
118427	3.5878	0	0
1230	6.3454	8.1667	5.8381
729230	7.1964	6.3361	3.9662
1232	0	1.4714	0.8237
1233	0	3.5408	1.7268
1234	7.4383	7.8042	5.2609
1041	3.3853	1.8717	0.8237
1236	6.7025	6.6093	2.7602
1237	0.8379	1.4714	1.8855
10803	2.053	1.8717	1.1077
55653	8.8701	8.0068	8.6405
27347	7.4383	6.4863	8.4535
10286	9.4037	9.5777	8.9674
54828	8.9435	9.0721	8.333
NA	4.6673	0	0.8237
8537	1.3645	2.6597	6.911
55332	8.5264	8.0605	8.1338
286319	8.6672	8.0842	5.0424
128338	9.8722	9.5182	9.2326
80336	7.3366	5.9786	9.2075
975	15.04	14.9662	12.431
941	1.3645	4.5879	3.3008
9308	6.3731	6.9874	6.3136
3732	8.6948	10.031	9.2994
8832	2.8677	6.5284	4.6138
942	7.0412	7.8713	5.7685
653190	8.0992	9.5458	7.905
730013	8.7112	7.4419	7.1759
NA	0	0	1.7268
7104	14.5175	13.4407	12.6573
NA	0	5.8064	5.8284
NA	6.119	6.5145	5.4883
6547	2.053	1.4714	0.8237
6543	1.3645	0	1.1077
9274	11.5055	9.1972	9.034
9275	10.4002	10.0371	10.28
605	7.7227	8.2984000000000009	8.3904
9189	11.2571	11.5661	10.7651
79413	2.7031	3.4265	2.278
84327	3.6793	6.3828	5.6738
665	9.5073	10.4657	9.7957
65084	9.1929	9.7228	10.4114
6120	8.1141	9.5375	9.1326
NA	5.8503	2.6597	4.2257
6342	11.8482	15.3169	12.2522
1946	4.9505	4.1574	1.7268
1945	8.8481	6.398	8.0587
1944	7.1651	4.1574	6.7449
1943	2.8677	2.4416	4.9555
1942	13.1901	12.0238	12.7305
10505	7.7599	5.6369	5.2609
NA	2.7031	1.4714	1.3448
6780	10.6059	12.5489	12.5548
9032	13.0641	11.0321	12.3905
54811	7.4771	7.787	8.0122
925	7.2938	9.257	6.2123
926	6.3454	7.0848	3.8554
9153	0.8379	3.1665	1.3448
23762	5.1872	4.2273	4.6803
4036	8.9732	3.4265	0
4037	12.0657	11.1266	10.8689
79623	2.7031	5.5302	2.9873
4035	13.3686	14.1532	13.7994
79695	5.0905	3.5408	1.3448
114805	3.5878	0	0.4699
55568	7.5637	7.6536	7.9326
63917	8.3072	9.6322	10.171
1040	4.5265	5.6624	8.0357
8760	9.5549	10.4281	10.11
2099	7.3713	10.1313	4.6138
119682	0	0	0
85464	8.0357	8.1667	8.8159
864	7.6051	8.6113	5.6183
3111	8.722	8.6211	6.7082
3112	7.7388	5.6469	2.4019
4772	7.5086	6.7935	6.9202
NA	0	1.4714	0
125972	2.3036	1.4714	1.1077
23438	9.3404	8.8846	9.7068
23155	9.3778	9.75	9.6593
57620	8.4043	8.4991	8.7985
84168	9.5744	8.362	7.5875
677812	0	0	0
118429	9.0736	10.2899	9.3479
3985	8.8942	7.8156	9.7698
91409	3.4901	2.8491	1.1077
90557	4.6673	4.1574	2.8399
3984	7.7173	8.1532	8.8572
6286	10.0218	0.9157	14.0247
54961	8.6783	8.6532	8.7348
119692	0	0	0
4133	9.1192	7.5066	10.9027
NA	0	0	0
732	13.9149	14.5818	12.5386
55171	7.3632	8.362	8.3087
4135	5.2778	5.4738	2.7602
9053	8.616	10.054	8.8939
NA	8.1992	6.2378	8.0014
733	14.0672	12.835	11.36
NA	0	0	0
8463	9.5789	7.4122	9.3849
NA	4.2563	2.4416	1.8855
NA	2.7031	3.1665	5.3037
284546	0	0	0
NA	3.1496	4.8762	0.4699
NA	0	0	0.8237
26191	4.1322	6.1684	3.5103
389558	7.2271	7.471	3.3008
399888	1.3645	0	0
11099	7.2271	8.6627	8.2839
79156	10.2385	9.195	7.225
7466	10.0617	9.1349	11.044
79666	8.4666	8.4229	9.3632
25798	12.4013	11.379	11.8122
100132994	0.8379	0	0
1118	9.8317	0	0.4699
29074	10.4351	10.3072	10.5069
NA	0	0	0
328	11.5482	11.0837	11.3211
27301	9.5011	8.6595	9.8484
6168	15.1082	13.1108	13.4082
58495	2.8677	3.0165	1.3448
5274	5.0905	4.6402	5.9412
5539	0	0	0
90853	2.8677	0.9157	2.0285
92565	2.053	0.9157	0.8237
326624	9.1793	9.1752	8.0186
2104	2.3036	6.6607	2.0285
2101	11.2108	10.9031	11.8912
64968	9.5274	10.5459	8.7186
2103	2.053	1.4714	0
137075	8.1992	8.2234	8.7873
53842	5.617	0	0
285440	11.528	12.8169	10.5755
49861	0	0	1.1077
644672	0	0	0.4699
6320	10.5311	7.2867	6.7241
NA	0	0	0
NA	0	0	0
29100	11.1462	10.7013	10.3917
1778	11.6113	11.7089	12.4745
284656	3.6793	1.4714	0.4699
7075	9.4549	9.195	8.9855
255403	3.8466	4.4189	5.8087
63950	0	0.9157	0
54974	7.8756	7.4854	7.137
441234	0	0	0
63951	5.3068	7.9968	7.2689
5984	9.2425	6.3674	9.6106
84650	10.7494	11.1018	9.6833
344787	0	2.6597	0
349075	2.0281	3.129	4.0584
150372	7.4707	8.7455	6.182
NA	0	0	0
146691	8.6866	8.4706	9.2673
4137	5.9082	3.8377	10.7178
195977	0	0	0
3117	10.998	8.7275	8.3754
3118	5.5923	9.3656	5.3453
65082	9.3334	8.9578	9.0611
136371	0	0	0
140456	0	0	0
142689	1.7494	0.6806	0
79754	10.7342	11.3106	10.4457
NA	7.3505	7.582	8.0293
142685	0	0	1.1077
NA	0	0	0
127247	0	0	0
401036	0	0	0
654364	6.7479	7.2971	8.5727
10897	12.7076	11.5589	11.5976
122525	6.2442	6.9465	5.9857
1717	12.211	12.0296	13.0614
843	7.5756	8.4488	7.9416
81127	0	0	0
100506742	1.3645	0	0.8237
10939	9.6595	10.9598	10.0979
23581	0	0	0
128387	8.2336	8.0216	7.4734
5272	7.3295	8.5815	7.8191
NA	2.8677	2.4416	0
9797	10.2516	9.4485	9.4047
NA	9.5519	9.6225	9.3003
NA	0	0	0
NA	5.79	2.6597	3.6046
11260	8.6014	9.9531	12.0118
23218	8.9435	8.3424	8.5633
10677	3.3853	3.1665	3.6932
126637	0	0	0
53353	0	3.8377	0.8237
80108	1.7494	3.3023	3.9302
122740	0	0	0
NA	15.1409	13.9015	14.3024
51281	8.3772	7.1583	7.8142
57037	7.2041	8.7632	8.6763
7089	8.6531	8.3065	9.7724
23077	7.9138	9.9165	9.3099
5271	8.0444	8.278	8.6911
58155	7.1964	7.2785	6.9742
5725	12.479	12.0872	12.5806
23530	11.039	12.5286	12.1336
441250	6.3868	5.3222	7.445
285489	5.6612	4.832	5.3589
NA	0	0.9157	0
NA	6.4137	6.4719	2.1586
NA	0.8379	3.1665	1.7268
NA	1.3645	0	0.4699
NA	0	2.4416	0
3099	5.7484	6.9256	4.4455
3101	7.1086	8.3813	5.6954
10773	6.5891	7.2785	6.911
3098	9.8103	8.8238	7.8507
7991	8.4407	7.6725	5.0424
10368	2.3036	0	0
196993	0	0	0.4699
353274	7.9647	8.1532	8.2108
9254	3.7654	3.6467	2.278
55799	4.0659	1.4714	0.4699
492	1.3645	1.8717	0
781	0	2.6597	1.5484
493	9.7216	9.2798	10.4655
93589	5.3631	5.3222	3.6046
340547	3.0155	1.4714	6.7293
2224	14.5289	12.0096	13.3826
7534	11.9766	12.3331	13.5417
23787	11.616	11.4836	12.2886
26996	4.7955	6.304	4.2839
23209	2.3036	2.4416	0.8237
7634	0.8379	2.4416	2.0285
27092	3.6793	3.3023	1.5484
7980	5.7055	7.335	4.3398
4482	9.8807	10.5049	9.0602
6827	11.5696	10.2494	10.0877
6899	6.0521	2.1846	0.4699
55055	7.3492	6.8702	8.8107
54464	8.36	10.0137	10.2397
339761	3.0155	3.1665	2.5861
8856	9.1415	11.4688	10.1065
6911	4.6219	4.6906	5.0424
NA	7.1492000000000004	8.103	7.0263
7124	2.3036	3.7454	2.5861
26271	5.2482	5.9786	8.0712
10538	7.5148	6.1323	4.2839
NA	0	0	0
117854	4.1956	4.5338	6.4276
26270	8.9202	9.259	9.004
NA	8.8273	9.2618	8.9247
26986	13.1879	13.6136	14.0988
23499	10.7606	11.3655	10.9634
NA	4.5265	2.6597	2.8399
140886	2.7031	2.1846	1.7268
23035	6.8585	7.6902	8.3611
26268	9.7783	9.8446	9.6049
165545	4.6673	0.9157	1.1077
8726	7.3436	7.5345	8.4264
8550	8.5748	8.3614	9.4129
83983	3.2722	3.4265	4.6803
7867	9.731	9.8179	9.3055
9261	11.8928	10.66	10.6308
8050	8.8258	9.9893	9.5983
79776	6.4788	8.2697	7.2725
91752	0	1.8717	2.1586
64083	10.2683	11.7283	12.1194
NA	1.3645	0	0
23533	7.0412	7.8213	5.8765
30849	7.791	10.3655	10.5874
8503	8.5386	7.7218	6.8641
5296	10.5147	10.0343	11.0538
5295	9.8103	13.0311	10.8197
56259	11.3648	10.6297	10.5619
51427	4.4244	6.3674	6.6486
5162	11.3734	11.1806	10.775
286077	10.9688	9.6735	10.8073
NA	4.4244	4.2273	2.6758
9310	4.9133	5.9374	5.5488
5799	7.3917	7.1493	5.0098
79041	4.8359	7.3586	6.6596
9601	12.724	13.2036	13.4898
7073	10.2497	10.2693	10.3604
6555	0	0	0
81318	0	0	0
NA	0	0.9157	0
NA	0	0	0
83449	4.8359	2.1846	4.7438
NA	0	0	0
4671	3.9235	4.7393	5.0757
57531	4.3705	5.9987	6.8878
10614	10.1056	10.7362	8.9296
160518	7.5816	9.808	9.4999
23258	8.5417	9.3868	10.3044
124790	9.6112	8.1943	6.5186
171558	3.1496	3.4265	1.5484
440278	4.8751	4.8862	4.458
392617	7.8805	9.3618	8.6209
NA	0	0	0
54470	6.0349	5.8734	3.8165
55205	7.1086	7.1128	7.9992
474354	0.8379	0	0
64922	0	6.1684	4.2551
441432	6.0691	5.5023	2.9155
10234	5.927	4.8762	5.1243
375719	6.9523	8.2105	5.6738
131578	6.3454	0.9157	0
376132	0	0	0
284798	0	0	0
NA	7.1572	8.9034	8.01
NA	7.3849	8.6532	7.6986
NA	10.2215	10.5137	11.222
NA	5.7484	7.5206	7.7066
NA	8.2449	8.7455	8.8221
NA	11.2955	11.4136	12.4253
NA	12.1144	11.3351	11.5528
NA	8.3108	8.434	7.9484
54675	10.908	11.9384	11.5779
115827	0.8379	2.6597	1.1077
26476	0	0	0
NA	7.5993	7.2452	7.6413
60496	8.0529	10.0395	9.4743
NA	8.9687	10.9472	10.9469
64860	6.5165	7.6599	8.0567
6375	4.6219	5.6369	1.8855
NA	0	0	0
84134	10.321	8.1773	10.6877
5864	6.8866	4.8762	6.2638
158381	7.1168	5.5576	5.9138
338949	0	0	0
79315	0	0	0
3423	9.4889	10.8403	10.5316
23212	8.2928	8.0363	9.3419
93436	10.7586	11.3861	10.2724
64080	9.5073	9.6672	8.1977
4775	8.8677	9.3203	9.3029
256710	0	0	0.4699
144321	2.053	4.1574	1.5484
NA	1.7494	1.4714	2.278
388121	6.7769	5.0407	1.8855
3416	6.2291	8.8406	8.8171
7754	4.4764	5.5302	3.3561
116844	13.883	13.4528	13.3054
4685	1.3645	7.0754	0.4699
79626	7.8364	7.4565	5.6954
NA	10.327	8.9738	9.3564
151313	7.9279	6.4131	2.5861
388389	5.6156	4.294	2.278
79798	11.0562	9.9323	7.7691
NA	0	0	0
NA	8.9226	7.9354	7.8555
203260	11.6102	9.1376	9.1406
57530	11.5055	11.5774	12.2903
1081	3.6793	0	0.4699
NA	0	0	0
NA	3.3853	3.5408	3.1834
NA	0	0	0
23299	8.4308	8.898	8.6502
5424	10.5861	7.8984	10.0989
5425	13.013	11.5241	11.9879
NA	1.3645	2.6597	3.3359
57804	13.0792	11.4341	12.3177
56475	0	0	0
5371	10.4011	10.0075	9.8284
221035	8.2745	9.4467	8.1786
51308	4.8751	2.1846	1.7268
10395	9.0351	10.3876	9.5151
51566	8.7058	9.4649	6.9385
375133	5.0567	6.6352	8.7734
92840	14.0466	14.0145	12.6455
NA	10.5623	10.7074	8.0691
27443	5.0567	5.5576	6.8107
8880	8.0951	9.2549	9.7551
NA	0.8379	1.8717	0.4699
NA	10.5009	10.2526	10.115
NA	4.3705	1.8717	2.278
100130418	0.8379	0	2.0285
51667	10.9851	10.6393	10.7613
151188	6.119	7.0848	7.2508
10550	10.4756	10.7863	9.864
51329	13.9044	12.1513	11.9419
7099	7.2346	9.5199	6.952
23204	11.7136	13.379	12.9978
1137	6.9057	8.0557	2.6758
1138	3.5878	0.9157	2.1586
8973	0	0	0
1139	0	0	0
2241	4.3705	4.2273	5.6738
1134	0	1.8717	1.1077
1135	0	1.4714	0.4699
1136	0	0.9157	0
60485	6.9523	9.0481	7.905
9823	6.5165	6.6223	5.0921
7392	11.8435	11.7978	11.3651
55584	0	0	0
23542	7.1412	4.294	10.4012
23162	9.2832	7.9406	9.2941
326343	2.053	5.8734	0.4699
22995	5.4695	4.8762	7.1798
23405	8.384	10.5729	9.8229
NA	0	0	0
3400	6.4788	8.2362	3.121
7100	7.2938	6.2207	6.1115
3398	12.2343	13.0703	11.1952
3399	10.7573	10.0612	8.4328
3397	11.1341	12.0813	8.4614
220359	4.0659	4.7864	3.3561
NA	2.5171	2.4416	2.3881
200172	3.1496	2.1846	2.4905
NA	0	0	0
50809	10.869	11.0223	11.1933
NA	6.3454	8.2362	7.2601
27151	5.4173	6.1323	5.2609
1114	2.5171	0	0.8237
9302	0	0	0
6934	8.8846	9.1371	9.5717
NA	0	0	0.4699
121275	0	0	0.4699
4478	11.3566	12.1166	12.8031
55891	0	0	0.4699
NA	9.4172	6.7702	5.2018
NA	7.0412	7.5753	4.9008
166815	8.7327	9.0164	7.2063
63941	10.9902	8.9687	11.3664
57642	0.8379	0.9157	0
NA	2.7031	3.3023	2.3881
26873	10.7282	10.7181	10.9475
22872	10.9991	12.0608	12.387
7494	12.748	14.1647	14.57
22888	8.5478	7.7339	8.5471
NA	6.0349	7.2452	7.9484
22881	7.8513	7.5625	7.4598
56311	0	0	0
162993	8.1401	5.9786	5.412
27063	5.8305	0.9157	4.367
26287	3.9235	0	0
9716	7.6397	8.9193	9.0829
122416	7.3644	6.8277	7.2324
NA	3.3853	4.0838	1.7268
27245	8.3806	8.3581	8.2295
2737	5.6156	4.3578	4.1018
2735	5.1234	3.4265	5.0757
24144	9.5632	9.7735	11.2536
653437	0	0	0
375318	0	0	0
2492	0	1.8717	0
84976	8.3391	8.4041	7.7868
65258	9.6054	9.5252	9.1283
85455	6.6805	4.0838	4.9193
10730	10.5288	11.4336	12.6342
284339	3.6793	1.4714	0
553115	11.3635	10.6329	10.2702
2668	1.7494	0	0.8237
83752	9.3886	11.8652	10.8945
1296	7.0412	5.079	3.3008
1295	4.2563	5.0013	2.3881
144983	10.31	9.9659	10.5914
80310	7.521	7.4925	5.5488
NA	7.3153	6.0766	8.0567
3052	9.1395	8.999	9.78
55613	1.7494	1.612	0
2961	9.4138	8.8096	9.6148
130560	0	0	0
93099	7.8314	4.4189	0
7318	11.2289	10.5896	9.5212
9825	7.5934	7.8382	9.1253
100505741	1.382	2.451	0.8237
767583	0	0	0
1104	9.2416	8.4599	9.5411
55920	10.2535	9.5147	9.9961
54106	4.9118	3.9195	1.7268
NA	7.9873	5.8291	4.9909
55812	7.3436	6.7935	5.748
NA	5.1234	6.6733	7.4889
54558	3.0155	4.294	2.0285
80157	1.3645	4.6906	0
NA	11.7347	9.6338	11.233
27181	4.2563	6.1323	3.9662
922	8.2298	12.2865	7.4192
4681	8.9342	7.2033	5.7272
NA	0	0	0
10059	9.3316	9.4485	10.2029
25875	9.8674	10.0113	10.3868
27036	5.9639	7.7339	5.0921
2348	4.9133	3.1665	0
2350	9.689	9.7631	6.1589
2352	0.8379	2.4416	0
90527	0	1.4714	0.4699
29098	9.2215	8.0574	8.6927
405753	2.053	1.8717	0
NA	9.3647	11.0019	11.0013
2272	8.7003	6.2546	5.7272
81851	1.7494	0	0
3306	8.6503	6.8937	7.4289
7621	4.754	5.2568	6.3751
147011	4.0659	2.6597	2.0285
94033	0	0	0
133022	4.1956	0.9157	1.1077
7805	12.0875	11.7047	10.1954
567	15.7913	16.5406	15.3531
3311	6.8962	4.4189	5.1558
NA	7.8513	8.6436	9.3247
401105	0	1.4714	0
3310	6.8378	6.1323	7.7356
100130086	3.9235	4.0064	4.4198
3309	14.2399	14.5003	14.4539
8431	9.9593	11.4597	11.5794
190	0.8379	0	0
3308	11.1695	11.0019	11.8136
NA	3.8466	4.0064	1.7268
51559	8.3975	7.8659	7.445
25771	9.471	8.7062	9.8509
NA	12.8978	14.1885	11.4507
3921	13.3825	11.6174	12.0871
9517	7.1412	8.5062	8.3518
55304	7.8901	9.5441	8.801
10589	12.4513	10.6882	10.5838
215	9.7627	9.1797	9.9023
5825	10.4252	12.1169	10.9989
225	2.3036	4.3578	1.7268
57038	9.3647	9.2188	9.1761
5826	9.3228	10.3272	9.0675
26005	7.0753	7.4925	8.2804
25966	8.9934	8.3464	8.1018
81850	0	0	0
3312	14.491	14.7016	14.935
7594	7.1331	5.712	4.1957
140885	10.1046	11.0766	11.5565
100131496	1.3645	1.4714	0.8237
10043	11.6825	10.9987	12.3847
8778	3.6793	5.9374	3.121
51174	7.3224	6.805	7.0929
55266	9.6328	9.7288	9.9541
6238	13.6813	13.9813	14.9376
83696	9.949	9.2102	9.6833
5266	2.053	1.8717	1.7268
91750	3.2722	6.9151	6.9156
64663	0	0	0
58485	11.125	10.2389	10.0047
27095	10.6791	9.9875	9.5563
6399	7.8805	7.8984	8.3087
126003	11.2654	9.8488	9.1133
51399	10.1483	8.9687	10.4772
5630	0.8379	0	0.8237
578	8.2598	7.9197	8.7491
692312	0	0	0
6493	4.9133	4.4189	3.8933
92305	10.8955	11.089	10.7899
374897	0	0	0
1447	0	0	0
1448	0	0	0
57127	7.8853	6.7104	2.3881
94274	9.4694	6.3828	4.6584
NA	1.3645	2.8491	3.1834
83895	0	0	0
7775	7.125	6.5961	7.4608
NA	8.0444	6.6352	7.5846
80863	4.9505	3.6467	2.9155
256435	5.8503	6.5005	4.1651
55906	6.7025	7.6536	7.6104
NA	8.1198	8.3775	8.0462
55815	4.5265	3.7454	1.3448
11235	8.4374	8.4377	9.179
285368	6.0521	3.9245	4.6803
5216	14.4021	13.5816	13.7121
113612	7.4898	8.3345	6.7135
10990	7.1651	9.4208	6.7807
NA	12.6788	11.5724	10.9131
NA	8.9249	8.3698	9.0716
10288	7.4251	8.4377	6.3412
10859	6.6582	7.951	5.4633
8694	10.8761	11.2971	10.9992
3809	2.3036	3.3023	1.7268
84649	12.8187	13.4649	12.6062
27242	8.6217	8.7154	9.5496
4515	3.4459	4.4619	2.9367
389362	9.3886	8.126	8.5156
26000	10.0283	9.1257	9.2994
9402	5.3631	5.0407	3.4607
650655	2.053	0	1.1077
8624	9.6371	9.3083	8.463
56984	10.2243	9.8264	9.5891
84262	10.6362	8.3065	9.25
100131998	3.3853	3.8377	4.5047
8844	6.8378	6.7226	7.039
283455	1.3645	2.4416	2.6758
10245	11.489	9.5007	10.7234
92126	7.125	8.492	5.5724
340146	0	0	0
10465	9.4021	7.1583	7.8092
400581	1.7494	0	0.9499
57459	8.8822	8.8322	9.8081
NA	10.9442	10.7644	11.2752
203447	3.0155	1.4714	0
NA	6.086	4.4189	6.8594
1271	5.4949	8.5202	5.9046
6870	0	0	0
6865	4.1956	2.6597	0.4699
6869	0.8379	1.4714	0.4699
NA	7.0498	7.9867	8.2052
27133	1.7494	0	0.4699
23415	2.7031	0	4.4455
90134	0	2.1846	0
81033	0	0	2.0285
3756	2.8677	1.8717	1.3448
23416	5.0905	3.8377	1.1077
3757	4.8751	1.4714	0.4699
5480	10.1231	9.4882	10.0661
131096	1.3645	2.8491	0.8237
5479	15.0204	13.7778	13.7255
692085	0	0	0
NA	10.7885	9.846	10.1225
NA	10.0859	8.6846	8.0712
219464	0	0	0
114800	3.1496	3.0165	2.0285
26135	12.429	12.5913	11.9831
100113402	0	0	0
116540	11.2297	9.4685	9.1642
NA	1.3645	3.1665	1.7268
NA	3.0155	0.9157	2.0285
NA	5.5444	5.2899	2.278
NA	10.0545	9.5774	8.2616
NA	0	0	0
114824	1.7494	1.8717	0
9154	10.5009	11.365	9.4829
55746	9.564	9.0409	9.4633
5621	9.2179	10.689	10.53
55957	8.8024	7.3264	8.0284
9786	6.7769	7.2024	7.2653
2305	8.6124	4.8745	11.1384
10444	10.1463	10.0814	9.1173
25915	11.1416	10.4899	10.1004
2218	7.1412	7.3111	8.0079
7932	0	0	0
26716	0	0	0
9816	6.3594	7.211	7.7691
NA	11.02	10.2368	10.8793
54834	6.504	8.1076	7.1759
54332	5.9998	5.76	4.6584
NA	0	0	0
57688	6.1353	8.3186	8.2768
340481	4.4244	5.5023	5.5369
NA	11.7543	10.1762	9.7647
100130733	5.5199	4.9191	4.069
7802	9.4806	8.65	8.4472
2653	3.6793	7.6344	6.5921
125150	8.473	8.6421	7.0382
NA	5.4498	4.6534	4.486
8943	11.596	11.569	12.4614
9232	10.9857	5.2568	9.9207
90204	7.0753	6.6223	7.5405
NA	0	0	0
387597	0	0	5.5369
286676	4.1322	4.294	1.1077
595098	0	0	0
NA	5.8552	6.0405	4.1407
NA	0	0	0
4213	6.3029	6.7935	5.2896
6817	13.3096	12.443	9.4602
NA	11.9954	12.5855	9.8424
6799	10.0359	10.0248	5.6629
8538	1.3645	0	0
5931	10.7923	10.4702	11.4184
26256	5.3904	2.4416	6.3751
56033	5.0567	1.8717	3.4093
3563	7.7961	5.079	6.2198
55035	8.2672	8.4229	8.4724
63922	9.6185	6.5559	8.5262
147685	3.2722	3.5408	1.7268
8715	0.8379	6.304	1.1077
51406	10.0796	9.1552	10.3101
65083	9.5321	9.5679	9.5362
10215	0.8379	0	0
83636	9.9706	10.7783	10.116
8996	9.4288	8.3503	9.09
NA	13.0311	11.297	12.0597
60439	0	0	0
8508	12.2069	13.2136	13.3089
219954	0	0	0
84672	0	0	0
246122	0	0	0
29057	8.4602	7.9766	9.0276
83863	0	0	0
7398	8.6072	8.7895	9.088
339456	6.9614	7.8713	6.1667
84673	0	0	0
83901	0	0	0
79877	9.5848	9.5458	9.3038
79639	10.7556	10.1656	9.3673
54968	9.5878	9.6127	9.6338
8744	4.1956	2.1846	5.4633
1209	12.1908	12.383	12.5105
NA	6.9057	8.5681	7.5255
NA	9.4484	9.551	9.7869
NA	11.1173	9.7363	10.0064
NA	5.398	4.4026	5.1907
51362	8.7274	9.402	8.98
998	11.6776	11.7931	11.9266
152110	2.053	2.1846	3.7355
81870	0	0	0
50838	0	0	0
55191	10.4028	9.6782	10.4329
9524	11.9366	11.2959	11.004
114771	0	0	0
114770	13.3718	13.7399	8.2071
8993	0	0.9157	0
56	0	0	2.0285
NA	10.3225	9.9046	10.0015
8208	7.791	4.3578	6.7397
9084	0	0	0.4699
274	10.7501	10.5311	10.5356
55909	9.0481	8.4956	8.8318
51411	7.1004	8.4192	5.4633
26166	0	0	0.4699
431704	0	0	0
8601	2.8677	0	0.8237
1806	8.2598	11.2723	10.5954
100124535	0	0	0
7343	11.4842	10.7885	11.1532
266971	9.2537	7.2867	8.333
157313	6.3868	3.5408	7.912
83461	8.244	3.3023	8.806
56252	8.4826	9.4375	9.3099
83879	3.1496	2.6597	8.5707
55038	7.6679	6.1684	7.7013
113130	9.7081	5.079	9.5636
55143	7.2645	4.5338	8.4551
4281	7.4383	7.8768	8.1554
2670	4.8751	4.1574	3.6496
10911	0	3.5408	1.1077
55698	2.7031	1.4714	1.3448
NA	8.0699	7.8326	6.1354
64131	5.6156	5.7834	3.6046
23173	8.5015	9.7762	9.4515
NA	0	0	0
100131827	3.6793	4.9191	0.4699
51773	6.3868	8.1168	8.266
252951	0	0	0
55275	8.8005	9.2611	9.3632
284383	0	0	0
220323	12.2303	12.9592	12.1917
3754	3.9235	0	2.7602
151056	4.6219	5.4447	2.3881
1317	11.1209	12.6478	11.3781
4585	2.053	0.9157	2.278
54510	6.3454	6.9568	6.3751
23328	7.6225	9.2037	9.0382
653282	0	0	0
728062	0	0	0
8115	3.7654	5.8951	0.4699
57526	2.8677	4.4189	2.0285
728090	0	0	0
728096	0	0	0
221584	3.7836	3.2442	2.0162
NA	0.8379	2.4416	2.1586
NA	6.6241	6.5422	6.1897
1528	13.8313	14.2132	11.9023
728042	0	0	0
5899	9.5382	9.6386	9.9569
55217	7.2346	8.6564	8.2127
338429	0	0	0
7942	8.7592	8.3775	8.6096
130617	11.3904	9.8362	10.388
5455	0.8379	0	0
51188	9.5937	8.558	7.9097
285622	0	0	0
11257	10.3688	10.1839	8.9667
9543	0.8379	0	0.4699
728656	2.5171	2.1846	0
9725	10.3011	11.1232	11.1058
3108	13.021	10.2057	8.2387
5106	14.567	15.1981	12.7156
NA	6.9052	5.5266	7.0262
266743	0	0	0
84958	7.4771	6.5961	4.1338
94120	5.3068	6.2713	3.4607
54843	6.119	7.1312	4.4956
390061	0	0	0
3995	10.0932	8.3424	8.7555
10585	10.3402	9.7965	9.1597
200734	8.1915	10.0248	10.395
5744	3.3853	0.9157	3.7766
391107	0	0	0
